,date,address,species,block,street,trap,addressnumberandstreet,latitude,longitude,addressaccuracy,nummosquitos,wnvpresent,year,month,total_mos,tmax_1,tmin_1,tavg_1,dewpoint_1,wetbulb_1,preciptotal_1,stnpressure_1,sealevel_1,resultspeed_1,resultdir_1,avgspeed_1,latitude_1,longitude_1,tmax_2,tmin_2,tavg_2,dewpoint_2,wetbulb_2,preciptotal_2,stnpressure_2,sealevel_2,resultspeed_2,resultdir_2,avgspeed_2,latitude_2,longitude_2,tempmax_avg,tempmin_avg,temp_avg,dewpoint_avg,wetbulb_avg,precip_avg,stnpressure_avg
27,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
28,2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
29,2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,2,0,2007,6,2,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
30,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
31,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,2,0,2007,6,2,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
32,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
33,2007-06-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
34,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
35,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
36,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,2,0,2007,6,2,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
37,2007-06-05,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,2,0,2007,6,2,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
38,2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
39,2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
40,2007-06-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,0,2007,6,3,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
41,2007-06-05,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,4,0,2007,6,4,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
42,2007-06-05,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,2,0,2007,6,2,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
43,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
44,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
45,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
46,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,2,0,2007,6,2,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
47,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,9,0,2007,6,9,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
48,2007-06-05,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,3,0,2007,6,3,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
49,2007-06-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
50,2007-06-05,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,2,0,2007,6,2,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
51,2007-06-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
52,2007-06-05,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
53,2007-06-05,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,9,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
54,2007-06-05,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
55,2007-06-05,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,2,0,2007,6,2,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
56,2007-06-05,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,1,0,2007,6,1,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
57,2007-06-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,3,0,2007,6,3,64,47,56.0,48,7.6,0.42,29.1,29.79,5.2,5,7.6,41.995,-87.933,63,51,57.0,47,8.1,0.27,29.16,29.78,6.2,3,8.1,41.786,-87.752,63.5,49.0,56.5,47.5,7.85,0.345,29.130000000000003
